diseaseCategory,name
Perinatal Period,Gestational Age (Small for gestational age)
Perinatal Period,Pregnancy (Disorders related to long gestation and high birth weight)
Perinatal Period,Overfeeding of newborn
Perinatal Period,Subdural haemorrhage due to birth injury
Perinatal Period,Breastfeeding (Neonatal difficulty in feeding at breast)
Perinatal Period,Fetus and Newborn (Fetus and newborn affected by maternal complications of pregnancy)
Perinatal Period,"Feeding problem of newborn, unspecified"
Perinatal Period,Fetus and Newborn (Fetal death of unspecified cause)
Perinatal Period,"Acephaly (Termination of pregnancy, affecting fetus and newborn)"
Perinatal Period,Transitory neonatal hyperthyroidism
Perinatal Period,Birth Injuries (Unspecified intracranial laceration and haemorrhage due to birth injury)
Perinatal Period,Birth injury to skin or soft tissues
Perinatal Period,Extremely low birth weight of newborn
Perinatal Period,Fetus and newborn affected by chorioamnionitis
Perinatal Period,Neonatal infections of certain specified sites
Perinatal Period,pregnancy (Exceptionally large baby)
Perinatal Period,Neonatal aspiration of milk or regurgitated food
Perinatal Period,Hydrops fetalis due to haemolytic disease
Perinatal Period,"Fetus and Newborn (Fetus and newborn affected by complications of placenta, cord and membranes)"
Perinatal Period,Fetus and newborn affected by breech delivery and extraction
Perinatal Period,Fetus and newborn affected by delivery by vacuum extractor [ventouse]
Perinatal Period,Cerebral haemorrhage due to birth injury
Perinatal Period,Hyperkalaemia of newborn
Perinatal Period,Fracture of clavicle due to birth injury
Perinatal Period,Congenital lung or lobar atelectasis
Perinatal Period,Neonatal malabsorption syndromes
Perinatal Period,Fetus and newborn affected by caesarean delivery
Perinatal Period,Fetus or newborn affected by complications of umbilical cord
Perinatal Period,Birth injury to scalp
Perinatal Period,Hypoxic ischaemic encephalopathy of newborn
Perinatal Period,Birth depression
Perinatal Period,Neonatal hypoglycaemia
Perinatal Period,Short bowel syndrome
Perinatal Period,Fetus and newborn affected by abnormal uterine contractions
Perinatal Period,Pulmonary cysts in newborn
Perinatal Period,Fetus or newborn affected by chorioamnionitis
Perinatal Period,Fetus and Newborn (Fetus and newborn affected by premature rupture of membranes)
Perinatal Period,Extradural or epidural haemorrhage due to birth injury
Perinatal Period,Fracture of skull due to birth injury
Perinatal Period,Disorders of muscle tone of newborn
Perinatal Period,Neonatal dermatoses due to maternal antibodies
Perinatal Period,Apnoea of newborn
Perinatal Period,Inflammatory dermatoses of the newborn
Perinatal Period,Neonatal peritonitis
Perinatal Period,Transitory neonatal disorders of calcium or magnesium metabolism
Perinatal Period,Respiratory distress of newborn
Perinatal Period,"Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery"
Perinatal Period,Gestational Age (Light for gestational age)
Perinatal Period,Respiratory arrest of newborn
Perinatal Period,Periventricular cysts of newborn
Perinatal Period,Transient tachypnoea of newborn
Perinatal Period,Pulmonary air leak or related conditions originating in the perinatal period
Perinatal Period,Neonatal cerebral ischaemia
Perinatal Period,Neonatal hypocalcaemia
Perinatal Period,Hypernatremia of newborn
Perinatal Period,Erb paralysis
Perinatal Period,Intraventricular haemorrhage due to birth injury
Perinatal Period,Umbilical haemorrhage of newborn
Perinatal Period,Meconium ileus without perforation
Perinatal Period,Neonatal hypertension
Perinatal Period,Certain specified transitory neonatal electrolyte or metabolic disturbances
Perinatal Period,Fetus and newborn affected by other maternal conditions
Perinatal Period,Unspecified brain damage due to birth injury
Perinatal Period,Neonatal phototherapy burn
Perinatal Period,Feeding problems of newborn
Perinatal Period,Neonatal tracheitis
Perinatal Period,Disorders of newborn related to slow fetal growth or fetal malnutrition
Perinatal Period,Neonatal vitamin K deficiency
Perinatal Period,Neonatal seizures
Perinatal Period,Necrotising enterocolitis of newborn
Perinatal Period,Postmaturity syndrome
Perinatal Period,Delayed closure of ductus arteriosus
Perinatal Period,Small for gestational age
Perinatal Period,"Gestational Age (Post-term infant, not heavy for gestational age)"
Perinatal Period,Edema (Cerebral oedema due to birth injury)
Perinatal Period,Hyponatremia of newborn
Perinatal Period,Low Birth Weight (Extremely low birth weight)
Perinatal Period,"Birth injury to skeleton, unspecified"
Perinatal Period,Intestinal obstruction of newborn
Perinatal Period,Fungal infection of fetus or newborn
Perinatal Period,Fetus and newborn affected by prolapsed cord
Perinatal Period,Preterm newborn
Perinatal Period,Cephalohaematoma due to birth injury
Perinatal Period,Congenital hydrocele
Perinatal Period,Birth Injuries (Other birth injuries to skull)
Perinatal Period,Fetus and newborn affected by maternal injury
Perinatal Period,Neonatal encephalopathy
Perinatal Period,Dehydration of newborn
Perinatal Period,Pneumomediastinum originating in the perinatal period
Perinatal Period,Fracture of clavicle due to birth injury
Perinatal Period,Other bacterial infections of the fetus or newborn
Perinatal Period,Other heavy for gestational age infants
Perinatal Period,Sepsis (Bacterial sepsis of newborn)
Perinatal Period,Extreme immaturity
Perinatal Period,Intrauterine hypoxia
Perinatal Period,Anaemia of prematurity
Perinatal Period,Birth asphyxia
Perinatal Period,Birth injury to skeleton
Perinatal Period,Interstitial emphysema originating in the perinatal period
Perinatal Period,Neonatal hydrocephalus
Perinatal Period,"Hypoxia (Intrauterine hypoxia, unspecified)"
Perinatal Period,Neonatal candidiasis
Perinatal Period,"Sepsis (Bacterial sepsis of newborn, unspecified)"
Perinatal Period,Neonatal jaundice due to polycythaemia
Perinatal Period,Kernicterus
Perinatal Period,Inspissated bile syndrome
Perinatal Period,Fetal blood loss
Perinatal Period,Tachypnoea (Transient tachypnoea of newborn)
Perinatal Period,Congenital tuberculosis
Perinatal Period,"Neonatal haemorrhage, unspecified"
Perinatal Period,Congenital viral diseases
Perinatal Period,Polycythaemia neonatorum
Perinatal Period,Neonatal jaundice due to infection
Perinatal Period,Neonatal coma
Perinatal Period,Other neonatal hypoglycaemia
Perinatal Period,Congenital falciparum malaria
Perinatal Period,Neonatal osteopenia
Perinatal Period,Anaemia of prematurity
Perinatal Period,Noninfective neonatal diarrhoea
Perinatal Period,Neonatal jaundice due to bruising
Perinatal Period,Tentorial tear due to birth injury
Perinatal Period,Slow feeding of newborn
Perinatal Period,Neonatal kernicterus
Perinatal Period,Birth asphyxia
Perinatal Period,Neonatal jaundice due to bleeding
Perinatal Period,Large newborn for gestational age
Perinatal Period,Birth injury to facial nerve
Perinatal Period,Omphalitis of newborn
Perinatal Period,Subarachnoid haemorrhage due to birth injury
Perinatal Period,Pneumothorax originating in the perinatal period
Perinatal Period,Birth injury to skeleton
Perinatal Period,Delayed separation of umbilical cord
Perinatal Period,Fetus or newborn affected by maternal complications of pregnancy
Perinatal Period,Fetal blood loss
Perinatal Period,Cerebral contusion due to birth injury
Perinatal Period,Cerebellar haemorrhage due to birth injury
Perinatal Period,Birth injury to eye
Perinatal Period,Birth injury to peripheral nervous system
Perinatal Period,Conditions involving the umbilical cord
"Pregnancy, Birth, Puerperium",Multiple delivery
"Pregnancy, Birth, Puerperium","Spontaneous abortion: Complete or unspecified, with other and unspecified complications"
"Pregnancy, Birth, Puerperium","Spontaneous abortion: Complete or unspecified, without complication"
"Pregnancy, Birth, Puerperium",Abortion (Medical abortion)
"Pregnancy, Birth, Puerperium",Induced abortion
"Pregnancy, Birth, Puerperium","Medical abortion: Incomplete, with other and unspecified complications"
"Pregnancy, Birth, Puerperium",Delivery by emergency caesarean section
"Pregnancy, Birth, Puerperium","Medical abortion: Incomplete, without complication"
"Pregnancy, Birth, Puerperium","Genital tract or pelvic infection following abortion, ectopic or molar pregnancy"
"Pregnancy, Birth, Puerperium","Medical abortion: Complete or unspecified, with other and unspecified complications"
"Pregnancy, Birth, Puerperium",Obstetric embolism
"Pregnancy, Birth, Puerperium",Death from indirect obstetric cause
"Pregnancy, Birth, Puerperium",Failed or difficult intubation during pregnancy
"Pregnancy, Birth, Puerperium","Medical abortion: Complete or unspecified, without complication"
"Pregnancy, Birth, Puerperium","Embolism following abortion, ectopic or molar pregnancy"
"Pregnancy, Birth, Puerperium",Other abortion
"Pregnancy, Birth, Puerperium",Delivery by combination of forceps and vacuum extractor
"Pregnancy, Birth, Puerperium","Failed medical abortion, with other and unspecified complications"
"Pregnancy, Birth, Puerperium",Labor And Delivery (Other infection during labour)
"Pregnancy, Birth, Puerperium","Failed medical abortion, without complication"
"Pregnancy, Birth, Puerperium",Complications following abortion and ectopic and molar pregnancy
"Pregnancy, Birth, Puerperium",Preterm premature rupture of membranes
"Pregnancy, Birth, Puerperium",Varicose veins of lower extremity in pregnancy
"Pregnancy, Birth, Puerperium",Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy
"Pregnancy, Birth, Puerperium",Abortion (Other specified abnormal products of conception)
"Pregnancy, Birth, Puerperium",Metabolic disorders following abortion and ectopic and molar pregnancy
"Pregnancy, Birth, Puerperium",Venous complications in pregnancy
"Pregnancy, Birth, Puerperium","Ectopic pregnancy, unspecified"
"Pregnancy, Birth, Puerperium",Intrapartum haemorrhage
"Pregnancy, Birth, Puerperium",Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy
"Pregnancy, Birth, Puerperium","Complication following abortion and ectopic and molar pregnancy, unspecified"
"Pregnancy, Birth, Puerperium",Superficial thrombophlebitis in pregnancy
"Pregnancy, Birth, Puerperium",Death from any obstetric cause occurring more than 42 days but less than one year after delivery
"Pregnancy, Birth, Puerperium","Hypertension (Pre-existing hypertension complicating pregnancy, childbirth and the puerperium)"
"Pregnancy, Birth, Puerperium",Ectopic Pregnancy (Other ectopic pregnancy)
"Pregnancy, Birth, Puerperium","Hypertension (Unspecified pre-existing hypertension complicating pregnancy, childbirth, puerperium)"
"Pregnancy, Birth, Puerperium",Labour & Delivery (Other specified complications of labour and delivery)
"Pregnancy, Birth, Puerperium",Rupture of uterus before onset of labour
"Pregnancy, Birth, Puerperium",Proteinuria (Gestational proteinuria)
"Pregnancy, Birth, Puerperium",Twin pregnancy
"Pregnancy, Birth, Puerperium",Gestational oedema with proteinuria
"Pregnancy, Birth, Puerperium",Retained placenta without haemorrhage
"Pregnancy, Birth, Puerperium",Breech extraction
"Pregnancy, Birth, Puerperium",Preterm labour or delivery
"Pregnancy, Birth, Puerperium",Severe pre-eclampsia
"Pregnancy, Birth, Puerperium",Prolonged second stage of labour
"Pregnancy, Birth, Puerperium",Single delivery by forceps and vacuum extractor
"Pregnancy, Birth, Puerperium",Certain specified disorders of breast or lactation associated with childbirth
"Pregnancy, Birth, Puerperium","Pre-eclampsia (Pre-eclampsia, unspecified)"
"Pregnancy, Birth, Puerperium","Single spontaneous delivery, unspecified"
"Pregnancy, Birth, Puerperium","Anaemia (Anaemia complicating pregnancy, childbirth and the puerperium)"
"Pregnancy, Birth, Puerperium",Multiple delivery
"Pregnancy, Birth, Puerperium",Eclampsia (Eclampsia in pregnancy)
"Pregnancy, Birth, Puerperium","Delivery by caesarean section, unspecified"
"Pregnancy, Birth, Puerperium",Eclampsia (Eclampsia in labour)
"Pregnancy, Birth, Puerperium","Eclampsia, unspecified as to time period"
"Pregnancy, Birth, Puerperium",Hypertension (Unspecified maternal hypertension)
"Pregnancy, Birth, Puerperium",Threatened abortion
"Pregnancy, Birth, Puerperium","Assisted single delivery, unspecified"
"Pregnancy, Birth, Puerperium",Death from sequelae of direct obstetric cause
"Pregnancy, Birth, Puerperium",Abortion (Threatened abortion)
"Pregnancy, Birth, Puerperium",Delayed or secondary postpartum haemorrhage
"Pregnancy, Birth, Puerperium","Abortion (Abnormal product of conception, unspecified)"
"Pregnancy, Birth, Puerperium","Haemorrhage (Haemorrhage in early pregnancy, unspecified)"
"Pregnancy, Birth, Puerperium",Shock during or following labour and delivery
"Pregnancy, Birth, Puerperium",Infection of obstetric surgical wound
"Pregnancy, Birth, Puerperium",Single delivery by caesarean section
"Pregnancy, Birth, Puerperium",Mild hyperemesis gravidarum
"Pregnancy, Birth, Puerperium",Air Embolism (Obstetric air embolism)
"Pregnancy, Birth, Puerperium",Infections of breast associated with childbirth
"Pregnancy, Birth, Puerperium",Abortion (Spontaneous abortion)
"Pregnancy, Birth, Puerperium",Hyperemesis gravidarum (Hyperemesis gravidarum with metabolic disturbance)
"Pregnancy, Birth, Puerperium",Deep phlebothrombosis in pregnancy
"Pregnancy, Birth, Puerperium",Maternal distress (Maternal distress during labour and delivery)
"Pregnancy, Birth, Puerperium",Other specified complications of labour or delivery
"Pregnancy, Birth, Puerperium",Late vomiting of pregnancy
"Pregnancy, Birth, Puerperium","Vomiting (Vomiting of pregnancy, unspecified)"
"Pregnancy, Birth, Puerperium",Excessive vomiting in pregnancy
"Pregnancy, Birth, Puerperium",Haemorrhage (Postpartum haemorrhage)
"Pregnancy, Birth, Puerperium",Spontaneous vertex delivery
"Pregnancy, Birth, Puerperium",Amniotic fluid embolism
"Pregnancy, Birth, Puerperium",Varicose veins of lower extremity in pregnancy
"Pregnancy, Birth, Puerperium",Pyrexia of unknown origin following delivery
"Pregnancy, Birth, Puerperium",Genital Varices (Genital varices in pregnancy)
"Pregnancy, Birth, Puerperium",Infections in the puerperium
"Pregnancy, Birth, Puerperium",Phlebitis In Pregnancy (Superficial thrombophlebitis in pregnancy)
"Pregnancy, Birth, Puerperium",Phlebothrombosis (Deep phlebothrombosis in pregnancy)
"Pregnancy, Birth, Puerperium",Labor And Delivery (other complications of spinal and epidural anaesthesia during labour and delivery)
"Pregnancy, Birth, Puerperium",Hemorrhoids (Haemorrhoids in pregnancy)
"Pregnancy, Birth, Puerperium",Infection (Infections of genitourinary tract in pregnancy)
"Pregnancy, Birth, Puerperium",Prolonged first stage of labour
"Pregnancy, Birth, Puerperium",Pyelonephritis (Infections of kidney in pregnancy)
"Pregnancy, Birth, Puerperium",Urinary Tract Infection (Unspecified infection of urinary tract in pregnancy)
"Pregnancy, Birth, Puerperium",Infection (Infections of the genital tract in pregnancy)
"Pregnancy, Birth, Puerperium",Genitourinary Tract Infection (Other and unspecified genitourinary tract infection in pregnancy)
"Pregnancy, Birth, Puerperium",Obstetric bloodclot embolism
"Pregnancy, Birth, Puerperium",Diabetes Mellitus (Diabetes mellitus in pregnancy)
"Pregnancy, Birth, Puerperium","Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, insulin-dependent"
"Pregnancy, Birth, Puerperium",Preeclampsia superimposed on chronic hypertension
"Pregnancy, Birth, Puerperium","Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, non-insulin-dependent"
"Pregnancy, Birth, Puerperium",Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus
"Pregnancy, Birth, Puerperium","Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified"
"Pregnancy, Birth, Puerperium",Diabetes mellitus arising in pregnancy
"Pregnancy, Birth, Puerperium",Genital varices in pregnancy
"Pregnancy, Birth, Puerperium",Malnutrition (Malnutrition in pregnancy)
"Pregnancy, Birth, Puerperium",Maternal care for other conditions predominantly related to pregnancy
"Pregnancy, Birth, Puerperium",Maternal death (Obstetric death of unspecified cause)
"Pregnancy, Birth, Puerperium",Excessive weight gain in pregnancy
"Pregnancy, Birth, Puerperium",Spontaneous abortion
"Pregnancy, Birth, Puerperium",Missed abortion
"Pregnancy, Birth, Puerperium",Retained intrauterine contraceptive device in pregnancy
"Pregnancy, Birth, Puerperium","Pregnancy-related condition, unspecified"
"Pregnancy, Birth, Puerperium",Abnormal findings on antenatal screening of mother
"Pregnancy, Birth, Puerperium",Obstructed labour due to maternal pelvic abnormality
"Pregnancy, Birth, Puerperium",Abnormal biochemical finding on antenatal screening of mother
"Pregnancy, Birth, Puerperium",Abnormal cytological finding on antenatal screening of mother
"Pregnancy, Birth, Puerperium","Retained portions of placenta and membranes, without haemorrhage"
"Pregnancy, Birth, Puerperium",Fetus or newborn affected by maternal conditions that may be unrelated to present pregnancy
"Pregnancy, Birth, Puerperium",Abnormal ultrasonic finding on antenatal screening of mother
"Pregnancy, Birth, Puerperium",Abnormal radiological finding on antenatal screening of mother
"Pregnancy, Birth, Puerperium",Other immediate postpartum haemorrhage
"Pregnancy, Birth, Puerperium","Retained placenta and membranes, without haemorrhage"
"Pregnancy, Birth, Puerperium",Labour or delivery complicated by fetal distress
"Pregnancy, Birth, Puerperium",Abnormal chromosomal and genetic finding on antenatal screening of mother
"Pregnancy, Birth, Puerperium",ANC (Other abnormal findings on antenatal screening of mother)
"Pregnancy, Birth, Puerperium",Oligohydramnios
"Pregnancy, Birth, Puerperium","Abnormal finding on antenatal screening of mother, unspecified"
"Pregnancy, Birth, Puerperium",Pregnancy dermatoses
"Pregnancy, Birth, Puerperium",Complications of anaesthesia during pregnancy
"Pregnancy, Birth, Puerperium",Cracked nipple associated with childbirth
"Pregnancy, Birth, Puerperium",Failed or difficult intubation during pregnancy
"Pregnancy, Birth, Puerperium",Maternal care for other conditions predominantly related to pregnancy
"Pregnancy, Birth, Puerperium","Complication of anaesthesia during pregnancy, unspecified"
"Pregnancy, Birth, Puerperium",Multiple gestation
"Pregnancy, Birth, Puerperium",Twin pregnancy
"Pregnancy, Birth, Puerperium",Pregnancy (Continuing pregnancy after intrauterine death of one fetus or more)
"Pregnancy, Birth, Puerperium",Perineal laceration during delivery
"Pregnancy, Birth, Puerperium","Ectopic pregnancy, unspecified"
"Pregnancy, Birth, Puerperium",Maternal care for known or suspected malpresentation of fetus
"Pregnancy, Birth, Puerperium",Failed induction of labour
"Pregnancy, Birth, Puerperium",Maternal care for unstable lie
"Pregnancy, Birth, Puerperium",Maternal care for breech presentation
"Pregnancy, Birth, Puerperium",Preexisting type 1 diabetes mellitus in pregnancy
"Pregnancy, Birth, Puerperium",Other assisted single delivery
"Pregnancy, Birth, Puerperium","Maternal care for face, brow and chin presentation"
"Pregnancy, Birth, Puerperium",Diabetes mellitus arising in pregnancy
"Pregnancy, Birth, Puerperium",Venous complications in the puerperium
"Pregnancy, Birth, Puerperium","Complications of anaesthesia during pregnancy, unspecified"
"Pregnancy, Birth, Puerperium",Maternal care for compound presentation
"Pregnancy, Birth, Puerperium",Haemorrhage in early pregnancy
"Pregnancy, Birth, Puerperium","Maternal care for malpresentation of fetus, unspecified"
"Pregnancy, Birth, Puerperium",Abscess (Abscess of breast associated with childbirth)
"Pregnancy, Birth, Puerperium",Abortion (Missed abortion)
"Pregnancy, Birth, Puerperium",Other or unspecified disorders of breast associated with childbirth
"Pregnancy, Birth, Puerperium",Maternal care for known or suspected disproportion
"Pregnancy, Birth, Puerperium",Maternal care for disproportion due to unusually large fetus
"Pregnancy, Birth, Puerperium",Single spontaneous delivery
"Pregnancy, Birth, Puerperium","Maternal care for disproportion, unspecified"
"Pregnancy, Birth, Puerperium",Postpartum inversion of uterus
"Pregnancy, Birth, Puerperium",Obstetric embolism
"Pregnancy, Birth, Puerperium","Delivery, unspecified"
"Pregnancy, Birth, Puerperium",Maternal care for cervical incompetence
"Pregnancy, Birth, Puerperium",Maternal care for other known or suspected fetal problems
"Pregnancy, Birth, Puerperium",Maternal care for rhesus isoimmunization
"Pregnancy, Birth, Puerperium",Maternal care for signs of fetal hypoxia
"Pregnancy, Birth, Puerperium",Intrauterine Fetal Death (Maternal care for intrauterine death)
"Pregnancy, Birth, Puerperium",Obstetric haematoma of pelvis
"Pregnancy, Birth, Puerperium",Maternal care for poor fetal growth
"Pregnancy, Birth, Puerperium",Maternal care for viable fetus in abdominal pregnancy
"Pregnancy, Birth, Puerperium","Maternal care for fetal problem, unspecified"
"Pregnancy, Birth, Puerperium",Other disorders of amniotic fluid and membranes
"Pregnancy, Birth, Puerperium",Mild to moderate preeclampsia
"Pregnancy, Birth, Puerperium",Haemorrhage (Delayed and secondary postpartum haemorrhage)
"Pregnancy, Birth, Puerperium",Retracted nipple associated with childbirth
"Pregnancy, Birth, Puerperium",Disruption of caesarean section wound
"Pregnancy, Birth, Puerperium","Subluxation of symphysis pubis in pregnancy, childbirth or the puerperium"
"Pregnancy, Birth, Puerperium",Placenta (Morbidly adherent placenta)
"Pregnancy, Birth, Puerperium",Placenta Previa (Placenta praevia specified as without haemorrhage)
"Pregnancy, Birth, Puerperium","Oedema, proteinuria, or hypertensive disorders in pregnancy, childbirth, or the puerperium, unspecified"
"Pregnancy, Birth, Puerperium",Placenta Previa (Placenta praevia with haemorrhage)
"Pregnancy, Birth, Puerperium",Premature separation of placenta [abruptio placentae]
"Pregnancy, Birth, Puerperium",Puerperal sepsis
"Pregnancy, Birth, Puerperium","Antepartum haemorrhage, not elsewhere classified"
"Pregnancy, Birth, Puerperium",Obstructed labour due to other causes
"Pregnancy, Birth, Puerperium","Haemorrhage (Antepartum haemorrhage, unspecified)"
"Pregnancy, Birth, Puerperium",Single delivery by forceps or vacuum extractor
"Pregnancy, Birth, Puerperium",False labour before 37 completed weeks of gestation
"Pregnancy, Birth, Puerperium","False labour, unspecified"
"Pregnancy, Birth, Puerperium",Spontaneous breech delivery
"Pregnancy, Birth, Puerperium",Preterm (Preterm labour and delivery)
"Pregnancy, Birth, Puerperium",Preterm labour without delivery
"Pregnancy, Birth, Puerperium",Preterm spontaneous labour with preterm delivery
"Pregnancy, Birth, Puerperium",Term (Preterm spontaneous labour with term delivery)
"Pregnancy, Birth, Puerperium","Pregnancy (Sequelae of complication of pregnancy, childbirth and the puerperium)"
"Pregnancy, Birth, Puerperium","Multiple delivery, unspecified"
"Pregnancy, Birth, Puerperium",Preterm delivery without spontaneous labour
"Pregnancy, Birth, Puerperium",Labour or delivery complicated by umbilical cord complications
"Pregnancy, Birth, Puerperium",Single spontaneous delivery
"Pregnancy, Birth, Puerperium",Failed Induction (Failed induction of labour)
"Pregnancy, Birth, Puerperium","Other specified complications following abortion, ectopic or molar pregnancy"
"Pregnancy, Birth, Puerperium",Excessive weight gain in pregnancy
"Pregnancy, Birth, Puerperium",Failed medical induction of labour
"Pregnancy, Birth, Puerperium","Failed Labour (Failed trial of labour, unspecified)"
"Pregnancy, Birth, Puerperium",Vaginal delivery following previous caesarean section
"Pregnancy, Birth, Puerperium",Galactorrhea (Other and unspecified disorders of breast associated with childbirth)
"Pregnancy, Birth, Puerperium","Gonorrhea (Gonorrhoea complicating pregnancy, childbirth and the puerperium)"
"Pregnancy, Birth, Puerperium",Abdominal pregnancy
"Pregnancy, Birth, Puerperium",Primary inadequate contractions
"Pregnancy, Birth, Puerperium",Disorders Of Lactation (Other and unspecified disorders of lactation)
"Pregnancy, Birth, Puerperium",Spinal or epidural anaesthesiainduced headache during pregnancy
"Pregnancy, Birth, Puerperium","Maternal Infectious & Parasitic Diseases Complicating Pregnancy, Childbirth, Puerperium (Other)"
"Pregnancy, Birth, Puerperium",Maternal care related to premature rupture of membranes
"Pregnancy, Birth, Puerperium",Disruption of perineal obstetric wound
"Pregnancy, Birth, Puerperium",Prolonged (FSOL) (Prolonged first stage (of labour))
"Pregnancy, Birth, Puerperium",Prolonged (SSOL) (Prolonged second stage (of labour))
"Pregnancy, Birth, Puerperium","Labor And Delivery (Other complications of labour and delivery, not elsewhere classified)"
"Pregnancy, Birth, Puerperium",Ectopic pregnancy
"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to breech presentation)
"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to face presentation)
"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to brow presentation)
"Pregnancy, Birth, Puerperium",Destructive operation for delivery
"Pregnancy, Birth, Puerperium",Obstructed labour due to malposition or malpresentation of fetus
"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to shoulder presentation)
"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to other malposition and malpresentation)
"Pregnancy, Birth, Puerperium",Maternal care related to certain specified disorders of amniotic fluid or membranes
"Pregnancy, Birth, Puerperium",Obstructed labour due to pelvic inlet contraction
"Pregnancy, Birth, Puerperium",Ovarian pregnancy
"Pregnancy, Birth, Puerperium","Syphilis (Syphilis complicating pregnancy, childbirth and the puerperium)"
"Pregnancy, Birth, Puerperium",Other immediate postpartum haemorrhage
"Pregnancy, Birth, Puerperium",Single delivery by caesarean section
"Pregnancy, Birth, Puerperium","Complications following abortion, ectopic or molar pregnancy"
"Pregnancy, Birth, Puerperium","Spontaneous abortion: Incomplete, with other and unspecified complications"
"Pregnancy, Birth, Puerperium",Other assisted single delivery
"Pregnancy, Birth, Puerperium",Death from direct obstetric cause
"Pregnancy, Birth, Puerperium",Complications of anaesthesia during pregnancy
"Pregnancy, Birth, Puerperium","HIV (Human immunodeficiency [HIV] disease complicating pregnancy, childbirth and the puerperium)"
"Pregnancy, Birth, Puerperium",Delivery by elective caesarean section
"Pregnancy, Birth, Puerperium",Precipitate labour
"Pregnancy, Birth, Puerperium",Other complications of obstetric surgery and procedures
"Pregnancy, Birth, Puerperium",Death from sequelae of indirect obstetric cause
"Pregnancy, Birth, Puerperium","Complication (Complication of labour and delivery, unspecified)"
"Pregnancy, Birth, Puerperium",Placenta (Retained placenta without haemorrhage)
"Pregnancy, Birth, Puerperium",Complications of anaesthesia during labour and delivery
"Pregnancy, Birth, Puerperium",Labor And Delivery (Failed or difficult intubation during labour and delivery)
"Pregnancy, Birth, Puerperium","Pyrexia during labour, not elsewhere classified"
"Pregnancy, Birth, Puerperium",Rupture of uterus during labour
"Pregnancy, Birth, Puerperium",Third-stage haemorrhage
"Pregnancy, Birth, Puerperium","Obstetric trauma, unspecified"
"Pregnancy, Birth, Puerperium",Molar pregnancy
"Pregnancy, Birth, Puerperium",Abdominal pregnancy
"Pregnancy, Birth, Puerperium",HELLP syndrome
"Pregnancy, Birth, Puerperium",Shock following abortion and ectopic and molar pregnancy
"Pregnancy, Birth, Puerperium",Amniotic fluid embolism
"Pregnancy, Birth, Puerperium",Maternal hypotension syndrome
"Pregnancy, Birth, Puerperium",Abortion (Unspecified abortion)
"Pregnancy, Birth, Puerperium",Malnutrition in pregnancy
"Pregnancy, Birth, Puerperium",Gestational oedema or proteinuria without hypertension
"Pregnancy, Birth, Puerperium",Pregnancy (Ectopic pregnancy)
"Pregnancy, Birth, Puerperium",Maternal care related to polyhydramnios
"Pregnancy, Birth, Puerperium",Haemorrhoids in pregnancy
"Pregnancy, Birth, Puerperium",Hydatidiform mole
"Pregnancy, Birth, Puerperium",Infections of genitourinary tract in pregnancy
"Pregnancy, Birth, Puerperium","Spontaneous abortion: Incomplete, without complication"
"Pregnancy, Birth, Puerperium",Tubal pregnancy
"Pregnancy, Birth, Puerperium",Diabetes mellitus in pregnancy
"Pregnancy, Birth, Puerperium",Eclampsia
"Pregnancy, Birth, Puerperium",Low weight gain in pregnancy
"Pregnancy, Birth, Puerperium",Failed attempted abortion
"Pregnancy, Birth, Puerperium",Eclampsia
"Pregnancy, Birth, Puerperium",Haemorrhage in early pregnancy
"Pregnancy, Birth, Puerperium",Abortion (Failed attempted abortion)
"Pregnancy, Birth, Puerperium",Long labour
"Pregnancy, Birth, Puerperium",Moderate pre-eclampsia
"Pregnancy, Birth, Puerperium",HELLP Syndrome
"Pregnancy, Birth, Puerperium",Gestational oedema
"Pregnancy, Birth, Puerperium",Excessive vomiting in pregnancy
"Pregnancy, Birth, Puerperium",Maternal care for transverse and oblique lie
"Pregnancy, Birth, Puerperium",Deep phlebothrombosis in the puerperium
"Pregnancy, Birth, Puerperium",Weight gain (Low weight gain in pregnancy)
"Pregnancy, Birth, Puerperium",Tubal pregnancy
"Pregnancy, Birth, Puerperium",Preeclampsia
"Pregnancy, Birth, Puerperium",Triplet pregnancy
"Pregnancy, Birth, Puerperium",Certain specified obstetric trauma
"Pregnancy, Birth, Puerperium",Triplet pregnancy
"Pregnancy, Birth, Puerperium",Preexisting type 2 diabetes mellitus in pregnancy
"Pregnancy, Birth, Puerperium",Gestational hypertension
"Pregnancy, Birth, Puerperium",Maternal care for disproportion due to hydrocephalic fetus
"Pregnancy, Birth, Puerperium",Premature rupture of membranes
"Pregnancy, Birth, Puerperium",Oligohydramnios
